"((coolantTemp) until [1147,1427] (maxTemp)) until [1521,1614] ((oilPressure) <= (safePressure))",,"The coolant temperature condition persists until, between times 1147 and 1427, the maximum temperature condition becomes true. This entire scenario continues to hold until, between times 1521 and 1614, the oil pressure drops to or below the safe pressure level."
"(oilTemp) >= (minTemp) until [1737,1771] (G [407,1295] (coolantTemp < maxCoolantTemp))","{'until': {'bound': (1737, 1771), 'left_node': {'predicate': {'left_node': 'oilTemp', 'right_node': 'minTemp', 'type': '>='}}, 'right_node': {'globally': {'bound': (407, 1295), 'child_node': {'predicate': {'left_node': 'coolantTemp', 'right_node': 'maxCoolantTemp', 'type': '<'}}}}}}","The oil temperature remains above the minimum temperature until globally, between times 407 and 1295, the coolant temperature is less than the maximum coolant temperature."
"not (networkConnection) until [1945,1993] (wifiSignal) until [126,1422] (F [1269,1656] (gpsSignal) and (sensorActive and dataTransmission))","{'until': {'bound': (126, 1422), 'left_node': {'not': {'child_node': {'until': {'bound': (1945, 1993), 'left_node': 'networkConnection', 'right_node': 'wifiSignal'}}}}, 'right_node': {'and': {'left_node': {'eventually': {'bound': (1269, 1656), 'child_node': 'gpsSignal'}}, 'right_node': {'and': {'left_node': 'sensorActive', 'right_node': 'dataTransmission'}}}}}}","There's no network connection until the WiFi signal is detected between times 1945 and 1993, and this condition holds until between times 126 and 1422, where eventually, between times 1269 and 1656, there's a GPS signal and both the sensor is active and data is being transmitted."
"not (not (systemUpdate)) until [1212,1494] (G [1444,1557] (cpuUsage > maxUsage))","{'until': {'bound': (1212, 1494), 'left_node': {'not': {'child_node': {'not': {'child_node': 'systemUpdate'}}}}, 'right_node': {'globally': {'bound': (1444, 1557), 'child_node': {'predicate': {'left_node': 'cpuUsage', 'right_node': 'maxUsage', 'type': '>'}}}}}}","There's a negation of a negation of a system update until globally, between times 1444 and 1557, the CPU usage is greater than the maximum allowed usage."
"not ((networkUp and dataFlow) until [1945,1998] (serverLoad == optimalLoad))","{'not': {'child_node': {'until': {'bound': (1945, 1998), 'left_node': {'and': {'left_node': 'networkUp', 'right_node': 'dataFlow'}}, 'right_node': {'predicate': {'left_node': 'serverLoad', 'right_node': 'optimalLoad', 'type': '=='}}}}}}","It's not the case that both the network is up and data is flowing until between times 1945 and 1998, the server load is equal to the optimal load."
"(G [1788,1811] (airFilterStatus)) and (F [1099,1387] (oilChangeReminder)) and ((brakeWarning or tirePressureLow) until [780,1521] (fuelEfficiency <= 0.71))","{'and': {'left_node': {'and': {'left_node': {'globally': {'bound': (1788, 1811), 'child_node': 'airFilterStatus'}}, 'right_node': {'eventually': {'bound': (1099, 1387), 'child_node': 'oilChangeReminder'}}}}, 'right_node': {'until': {'bound': (780, 1521), 'left_node': {'or': {'left_node': 'brakeWarning', 'right_node': 'tirePressureLow'}}, 'right_node': {'predicate': {'left_node': 'fuelEfficiency', 'right_node': 0.71, 'type': '<='}}}}}}","Globally, between times 1788 and 1811, the air filter status is good, and eventually, between times 1099 and 1387, there's an oil change reminder. This holds while either the brake warning is on or the tire pressure is low, until between times 780 and 1521, the fuel efficiency drops to or below 0.71."
"(G [928,1072] (not (systemReboot))) or (F [1224,1631] (batteryLife <= 0.13))","{'or': {'left_node': {'globally': {'bound': (928, 1072), 'child_node': {'not': {'child_node': 'systemReboot'}}}}, 'right_node': {'eventually': {'bound': (1224, 1631), 'child_node': {'predicate': {'left_node': 'batteryLife', 'right_node': 0.13, 'type': '<='}}}}}}","Globally, between times 928 and 1072, the system does not reboot, or eventually, between times 1224 and 1631, the battery life drops to or below 0.13."
"(F [1581,1841] (tireTread < replacementTread)) or (airbagStatus == 0.13)","{'or': {'left_node': {'eventually': {'bound': (1581, 1841), 'child_node': {'predicate': {'left_node': 'tireTread', 'right_node': 'replacementTread', 'type': '<'}}}}, 'right_node': {'predicate': {'left_node': 'airbagStatus', 'right_node': 0.13, 'type': '=='}}}}","Eventually, between times 1581 and 1841, the tire tread will be less than the replacement tread level, or the airbag status is at 0.13."
"(G [1467,1884] (G [1748,1879] (F [968,1896] (sensorCalibration)))) and (G [705,1347] ((ambientTemp == 0.66) until [1044,1213] (engineTemp >= 2.43)))","{'and': {'left_node': {'globally': {'bound': (1467, 1884), 'child_node': {'globally': {'bound': (1748, 1879), 'child_node': {'eventually': {'bound': (968, 1896), 'child_node': 'sensorCalibration'}}}}}}, 'right_node': {'globally': {'bound': (705, 1347), 'child_node': {'until': {'bound': (1044, 1213), 'left_node': {'predicate': {'left_node': 'ambientTemp', 'right_node': 0.66, 'type': '=='}}, 'right_node': {'predicate': {'left_node': 'engineTemp', 'right_node': 2.43, 'type': '>='}}}}}}}}","Globally, between times 1467 and 1884, and further between times 1748 and 1879, there will eventually be a sensor calibration between times 968 and 1896. This holds while globally, between times 705 and 1347, the ambient temperature is 0.66 until, between times 1044 and 1213, the engine temperature rises to or above 2.43."
"not (F [1530,1532] (not (networkStability) until [1119,1170] (dataIntegrity)))","{'not': {'child_node': {'eventually': {'bound': (1530, 1532), 'child_node': {'not': {'child_node': {'until': {'bound': (1119, 1170), 'left_node': 'networkStability', 'right_node': 'dataIntegrity'}}}}}}}}","It's not the case that eventually, between times 1530 and 1532, the network will not be stable until between times 1119 and 1170, where data integrity is ensured."
"G [1607,1641] (G [550,1304] (softwareVersion == firmwareVersion))","{'globally': {'bound': (1607, 1641), 'child_node': {'globally': {'bound': (550, 1304), 'child_node': {'predicate': {'left_node': 'softwareVersion', 'right_node': 'firmwareVersion', 'type': '=='}}}}}}","Globally, between times 1607 and 1641, and further between times 550 and 1304, the software version matches the firmware version."
"(G [1435,1806] (fuelEfficiency >= minEfficiency)) until [15,1444] ((acceleration > maxAcceleration) or (not (brakeFailure) until [1332,1938] (G [1015,1030] (airbagDeployment))))","{'until': {'bound': (15, 1444), 'left_node': {'globally': {'bound': (1435, 1806), 'child_node': {'predicate': {'left_node': 'fuelEfficiency', 'right_node': 'minEfficiency', 'type': '>='}}}}, 'right_node': {'or': {'left_node': {'predicate': {'left_node': 'acceleration', 'right_node': 'maxAcceleration', 'type': '>'}}, 'right_node': {'until': {'bound': (1332, 1938), 'left_node': {'not': {'child_node': 'brakeFailure'}}, 'right_node': {'globally': {'bound': (1015, 1030), 'child_node': 'airbagDeployment'}}}}}}}}","Globally, between times 1435 and 1806, the fuel efficiency is greater than or equal to the minimum efficiency. This holds until, between times 15 and 1444, either the acceleration exceeds the maximum acceleration or there's no brake failure until between times 1332 and 1938, where globally, between times 1015 and 1030, the airbag is deployed."
"not (F [1406,1584] ((engineLoad >= 6.24) until [340,1255] (not (overheatWarning))))","{'not': {'child_node': {'eventually': {'bound': (1406, 1584), 'child_node': {'until': {'bound': (340, 1255), 'left_node': {'predicate': {'left_node': 'engineLoad', 'right_node': 6.24, 'type': '>='}}, 'right_node': {'not': {'child_node': 'overheatWarning'}}}}}}}}","It's not the case that eventually, between times 1406 and 1584, the engine load will be greater than or equal to 6.24 until between times 340 and 1255, where there's no overheat warning."
"(G [213,1132] (temperature > pressure)) until [62,1842] (humidity > 8.79)","{'until': {'bound': (62, 1842), 'left_node': {'globally': {'bound': (213, 1132), 'child_node': {'predicate': {'left_node': 'temperature', 'right_node': 'pressure', 'type': '>'}}}}, 'right_node': {'predicate': {'left_node': 'humidity', 'right_node': 8.79, 'type': '>'}}}}","From time 213 to 1132, temperature is always greater than pressure, until between times 62 and 1842, humidity becomes greater than 8.79."
"F [1771,1998] (not (battery_level and velocity))","{'eventually': {'bound': (1771, 1998), 'child_node': {'not': {'child_node': {'and': {'left_node': 'battery_level', 'right_node': 'velocity'}}}}}}","Between times 1771 and 1998, it is not the case that both battery level and velocity are true."
(altitude == 3.3) and ((position >= light_intensity) or (vibration <= 7.19)),"{'and': {'left_node': {'predicate': {'left_node': 'altitude', 'right_node': 3.3, 'type': '=='}}, 'right_node': {'or': {'left_node': {'predicate': {'left_node': 'position', 'right_node': 'light_intensity', 'type': '>='}}, 'right_node': {'predicate': {'left_node': 'vibration', 'right_node': 7.19, 'type': '<='}}}}}}","Altitude is equal to 3.3, and either position is greater than or equal to light intensity or vibration is less than or equal to 7.19."
"(position < 6.17) until [52,1853] ((load and battery_level) or F [1886,1932] velocity)","{'until': {'bound': (52, 1853), 'left_node': {'predicate': {'left_node': 'position', 'right_node': 6.17, 'type': '<'}}, 'right_node': {'or': {'left_node': {'and': {'left_node': 'load', 'right_node': 'battery_level'}}, 'right_node': {'eventually': {'bound': (1886, 1932), 'child_node': 'velocity'}}}}}}","Position is less than 6.17 until, between times 52 and 1853, either load and battery level both hold or, between times 1886 and 1932, velocity holds."
"F [141,567] (not (light_intensity or altitude))","{'eventually': {'bound': (141, 567), 'child_node': {'not': {'child_node': {'or': {'left_node': 'light_intensity', 'right_node': 'altitude'}}}}}}","Between times 141 and 567, it is not the case that either light intensity or altitude holds."
"F [97,1440] (vibration == 4.64)","{'eventually': {'bound': (97, 1440), 'child_node': {'predicate': {'left_node': 'vibration', 'right_node': 4.64, 'type': '=='}}}}","Between times 97 and 1440, vibration will be equal to 4.64."
(load <= 2.5) and (not (pressure <= humidity)),"{'and': {'left_node': {'predicate': {'left_node': 'load', 'right_node': 2.5, 'type': '<='}}, 'right_node': {'not': {'child_node': {'predicate': {'left_node': 'pressure', 'right_node': 'humidity', 'type': '<='}}}}}}","Load is less than or equal to 2.5, and it is not the case that pressure is less than or equal to humidity."
not (battery_level > temperature),"{'not': {'child_node': {'predicate': {'left_node': 'battery_level', 'right_node': 'temperature', 'type': '>'}}}}",It is not the case that battery level is greater than temperature.
(velocity == position) and (altitude > 1.94),"{'and': {'left_node': {'predicate': {'left_node': 'velocity', 'right_node': 'position', 'type': '=='}}, 'right_node': {'predicate': {'left_node': 'altitude', 'right_node': 1.94, 'type': '>'}}}}","Velocity is equal to position, and altitude is greater than 1.94."
(light_intensity == 4.32) and (not (vibration < load)),"{'and': {'left_node': {'predicate': {'left_node': 'light_intensity', 'right_node': 4.32, 'type': '=='}}, 'right_node': {'not': {'child_node': {'predicate': {'left_node': 'vibration', 'right_node': 'load', 'type': '<'}}}}}}","Light intensity is equal to 4.32, and it is not the case that the system vibration is less than the load."
(pressure == 3.39) and (humidity <= 5.75),"{'and': {'left_node': {'predicate': {'left_node': 'pressure', 'right_node': 3.39, 'type': '=='}}, 'right_node': {'predicate': {'left_node': 'humidity', 'right_node': 5.75, 'type': '<='}}}}","Pressure is equal to 3.39, and humidity is less than or equal to 5.75."
"G [327,1129] (not F [889,1464] velocity)","{'globally': {'bound': (327, 1129), 'child_node': {'not': {'child_node': {'eventually': {'bound': (889, 1464), 'child_node': 'velocity'}}}}}}","From time 327 to 1129, it is always the case that, between times 889 and 1464, velocity does not hold."
"(G [54,112] (battery_level until [300,342] altitude) or (position > light_intensity)) or F [966,1059] (load < 9.02)","{'or': {'left_node': {'or': {'left_node': {'globally': {'bound': (54, 112), 'child_node': {'until': {'bound': (300, 342), 'left_node': 'battery_level', 'right_node': 'altitude'}}}}, 'right_node': {'predicate': {'left_node': 'position', 'right_node': 'light_intensity', 'type': '>'}}}}, 'right_node': {'eventually': {'bound': (966, 1059), 'child_node': {'predicate': {'left_node': 'load', 'right_node': 9.02, 'type': '<'}}}}}}","From time 54 to 112, the battery level continues to hold until, between times 300 and 342, the altitude condition becomes true. Concurrently, either the position is greater than the light intensity, or, at some point between times 966 and 1059, the load becomes less than 9.02."
"not (not (temperature > pressure) until [1148,1800] (humidity <= 6.78))","{'not': {'child_node': {'until': {'bound': (1148, 1800), 'left_node': {'not': {'child_node': {'predicate': {'left_node': 'temperature', 'right_node': 'pressure', 'type': '>'}}}}, 'right_node': {'predicate': {'left_node': 'humidity', 'right_node': 6.78, 'type': '<='}}}}}}","It is not the case that the condition ""temperature being greater than pressure"" doesn't hold until, within the time frame [1148, 1800], the humidity becomes less than or equal to 6.78."
"not (temperature until [269,592] pressure or humidity <= battery_level)","{'not': {'child_node': {'or': {'left_node': {'until': {'bound': (269, 592), 'left_node': 'temperature', 'right_node': 'pressure'}}, 'right_node': {'predicate': {'left_node': 'humidity', 'right_node': 'battery_level', 'type': '<='}}}}}}","It is not the case that either temperature holds until, between times 269 and 592, pressure holds, or humidity is less than or equal to battery level."
"F [1061,1422] (light_intensity > 0.56 until [1969,1971] velocity > altitude)","{'eventually': {'bound': (1061, 1422), 'child_node': {'until': {'bound': (1969, 1971), 'left_node': {'predicate': {'left_node': 'light_intensity', 'right_node': 0.56, 'type': '>'}}, 'right_node': {'predicate': {'left_node': 'velocity', 'right_node': 'altitude', 'type': '>'}}}}}}","Eventually between times 1061 and 1422, light intensity being greater than 0.56 will hold until, between times 1969 and 1971, velocity becomes greater than altitude."
"F [1811,1899] G [417,1174] (pressure until [961,1568] load)","{'eventually': {'bound': (1811, 1899), 'child_node': {'globally': {'bound': (417, 1174), 'child_node': {'until': {'bound': (961, 1568), 'left_node': 'pressure', 'right_node': 'load'}}}}}}","Eventually, between times 1811 and 1899, it will always be the case, from time 417 to 1174, that the pressure codition holds until, between times 961 and 1568, load holds."